2018-09-10 22:27:39.097 [restartedMain] INFO  o.s.c.a.AnnotationConfigApplicationContext-Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3794bc60: startup date [Mon Sep 10 22:27:39 CST 2018]; root of context hierarchy
2018-09-10 22:27:39.462 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$29c9469d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-09-10 22:27:39.979 [restartedMain] INFO  c.l.s.provider.business.ApplicationHttpClient7901-No active profile set, falling back to default profiles: default
2018-09-10 22:27:39.999 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext-Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1939dc82: startup date [Mon Sep 10 22:27:39 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@3794bc60
2018-09-10 22:27:41.585 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope-BeanFactory id=641665e1-817a-3034-8ad9-d514a8c02f3f
2018-09-10 22:27:41.687 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$29c9469d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-09-10 22:27:42.507 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer-Tomcat initialized with port(s): 7901 (http)
2018-09-10 22:27:42.532 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-7901"]
2018-09-10 22:27:42.546 [restartedMain] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2018-09-10 22:27:42.546 [restartedMain] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet Engine: Apache Tomcat/8.5.32
2018-09-10 22:27:42.551 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener-The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\ProgramFiles\Java\jdk1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramFiles\node-v8.11.1-win-x64\;C:\ProgramFiles\Java\jdk1.8.0_162\bin;C:\ProgramFiles\Java\jdk1.8.0_162\jre\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\WINDOWS\System32\OpenSSH\;C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps;;.]
2018-09-10 22:27:42.696 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring embedded WebApplicationContext
2018-09-10 22:27:42.696 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader-Root WebApplicationContext: initialization completed in 2697 ms
2018-09-10 22:27:42.805 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean-Servlet dispatcherServlet mapped to [/]
2018-09-10 22:27:42.811 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'characterEncodingFilter' to: [/*]
2018-09-10 22:27:42.812 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-09-10 22:27:42.812 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-09-10 22:27:42.812 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'requestContextFilter' to: [/*]
2018-09-10 22:27:43.300 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/user/get],methods=[GET]}" onto public com.lhx.springcloud.base.model.User com.lhx.springcloud.provider.business.controller.UserController.get()
2018-09-10 22:27:43.303 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/user/create],methods=[POST]}" onto public com.lhx.springcloud.base.model.User com.lhx.springcloud.provider.business.controller.UserController.create(com.lhx.springcloud.base.model.User)
2018-09-10 22:27:43.308 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2018-09-10 22:27:43.309 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2018-09-10 22:27:43.310 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2018-09-10 22:27:43.315 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-09-10 22:27:43.315 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping-Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-09-10 22:27:43.503 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping-Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2018-09-10 22:27:43.531 [restartedMain] WARN  com.netflix.config.sources.URLConfigurationSource-No URLs will be polled as dynamic configuration sources.
2018-09-10 22:27:43.531 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource-To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2018-09-10 22:27:43.547 [restartedMain] WARN  com.netflix.config.sources.URLConfigurationSource-No URLs will be polled as dynamic configuration sources.
2018-09-10 22:27:43.547 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource-To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2018-09-10 22:27:43.658 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping-Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-10 22:27:44.084 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter-Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1939dc82: startup date [Mon Sep 10 22:27:39 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@3794bc60
2018-09-10 22:27:44.194 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping-Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-10 22:27:44.194 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping-Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-10 22:27:44.406 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer-LiveReload server is running on port 35729
2018-09-10 22:27:44.816 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Registering beans for JMX exposure on startup
2018-09-10 22:27:44.828 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2018-09-10 22:27:44.828 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Bean with name 'environmentManager' has been autodetected for JMX exposure
2018-09-10 22:27:44.829 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Bean with name 'refreshScope' has been autodetected for JMX exposure
2018-09-10 22:27:44.832 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2018-09-10 22:27:44.847 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2018-09-10 22:27:44.858 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter-Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=1939dc82,type=ConfigurationPropertiesRebinder]
2018-09-10 22:27:44.867 [restartedMain] INFO  o.s.context.support.DefaultLifecycleProcessor-Starting beans in phase 2147483647
2018-09-10 22:27:44.867 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper-Context refreshed
2018-09-10 22:27:44.900 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper-Found 1 custom documentation plugin(s)
2018-09-10 22:27:44.980 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner-Scanning for api listing references
2018-09-10 22:27:45.223 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol-Starting ProtocolHandler ["http-nio-7901"]
2018-09-10 22:27:45.235 [restartedMain] INFO  org.apache.tomcat.util.net.NioSelectorPool-Using a shared selector for servlet write/read
2018-09-10 22:27:45.275 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer-Tomcat started on port(s): 7901 (http) with context path ''
2018-09-10 22:27:45.280 [restartedMain] INFO  c.l.s.provider.business.ApplicationHttpClient7901-Started ApplicationHttpClient7901 in 24.975 seconds (JVM running for 28.948)
2018-09-10 22:28:12.441 [http-nio-7901-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-09-10 22:28:12.441 [http-nio-7901-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet-FrameworkServlet 'dispatcherServlet': initialization started
2018-09-10 22:28:12.466 [http-nio-7901-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet-FrameworkServlet 'dispatcherServlet': initialization completed in 25 ms
2018-09-10 22:28:12.512 [http-nio-7901-exec-1] WARN  c.l.s.provider.business.controller.UserController-bbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2018-09-10 22:28:14.329 [http-nio-7901-exec-2] WARN  c.l.s.provider.business.controller.UserController-bbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2018-09-10 22:28:14.946 [http-nio-7901-exec-4] WARN  c.l.s.provider.business.controller.UserController-bbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2018-09-10 22:28:15.488 [http-nio-7901-exec-6] WARN  c.l.s.provider.business.controller.UserController-bbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2018-09-10 22:28:16.000 [http-nio-7901-exec-8] WARN  c.l.s.provider.business.controller.UserController-bbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2018-09-10 22:30:20.307 [restartedMain] INFO  o.s.c.a.AnnotationConfigApplicationContext-Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7eb932dd: startup date [Mon Sep 10 22:30:20 CST 2018]; root of context hierarchy
2018-09-10 22:30:20.681 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$99981a97] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-09-10 22:30:21.238 [restartedMain] INFO  c.l.s.provider.business.ApplicationHttpClient7901-No active profile set, falling back to default profiles: default
2018-09-10 22:30:21.261 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext-Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5842a948: startup date [Mon Sep 10 22:30:21 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7eb932dd
2018-09-10 22:30:23.359 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope-BeanFactory id=641665e1-817a-3034-8ad9-d514a8c02f3f
2018-09-10 22:30:23.518 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$99981a97] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-09-10 22:30:24.448 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer-Tomcat initialized with port(s): 7901 (http)
2018-09-10 22:30:24.472 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-7901"]
2018-09-10 22:30:24.489 [restartedMain] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2018-09-10 22:30:24.489 [restartedMain] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet Engine: Apache Tomcat/8.5.32
2018-09-10 22:30:24.496 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener-The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\ProgramFiles\Java\jdk1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramFiles\node-v8.11.1-win-x64\;C:\ProgramFiles\Java\jdk1.8.0_162\bin;C:\ProgramFiles\Java\jdk1.8.0_162\jre\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\WINDOWS\System32\OpenSSH\;C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps;;.]
2018-09-10 22:30:24.697 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring embedded WebApplicationContext
2018-09-10 22:30:24.698 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader-Root WebApplicationContext: initialization completed in 3437 ms
2018-09-10 22:30:24.823 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean-Servlet dispatcherServlet mapped to [/]
2018-09-10 22:30:24.830 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'characterEncodingFilter' to: [/*]
2018-09-10 22:30:24.831 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-09-10 22:30:24.831 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean-Mapping filter: 'httpPutFormContentFilter' to: [/*]
